reviewerID,asin,reviewText,reviewTextNormalized_cleantext,word_count
A1LG1DKUZXGJ6J,B00SRJRI60,"This is the third Fred & Friends meal plate that I have ordered from amazon, and while I personally like the theme of this one, it is less useful/practical in functionality that the other two I have ordered. This plate lacks the compartmentalized design of the other plates, which lend themselves well to make meal time into a fun activity or game. This one seems like it is a bit harder to clean up, as well. I wouldn't recommend this one over the other ones (<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Fred-and-Friends-DINNER-WINNER-Kids-Plate-New-Free-Shipping/dp/B0161N5YX2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Fred and Friends DINNER WINNER Kids Plate New Free Shipping</a>&nbsp;and&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Fred-Friends-DINNER-WINNER-Kids-Dinner-Tray-Pirate/dp/B01D1FSK84/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Fred & Friends DINNER WINNER Kids' Dinner Tray, Pirate</a>), even though I DON'T DISLIKE it. I still think it is a neat, fun dinner plate. I just don't love it as much as the other ones I have picked up.","this is the third fred & friends meal plate that i have ordered from amazon, and while i personally like the theme of this one, it is less useful/practical in functionality that the other two i have ordered. this plate lacks the compartmentalized design of the other plates, which lend themselves well to make meal time into a fun activity or game. this one seems like it is a bit harder to clean up, as well. i wouldn't recommend this one over the other ones (<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/fred-and-friends-dinner-winner-kids-plate-new-free-shipping/dp/b0161n5yx2/ref=cm_cr_arp_d_rvw_txt?ie=utf8"">fred and friends dinner winner kids plate new free shipping</a>&nbsp;and&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/fred-friends-dinner-winner-kids-dinner-tray-pirate/dp/b01d1fsk84/ref=cm_cr_arp_d_rvw_txt?ie=utf8"">fred & friends dinner winner kids' dinner tray, pirate</a>), even though i don't dislike it. i still think it is a neat, fun dinner plate. i just don't love it as much as the other ones i have picked up.",140.0
AZIVCP9BFIPO9,B0091XKYN0,"Best oven and stove and pot cleaner I have ever had.  I love this product, and I have had Astonish for years and have never been disappointed in it.","best oven and stove and pot cleaner i have ever had. i love this product, and i have had astonish for years and have never been disappointed in it.",29.0
A3A5XNAM3ZW7Z6,B00VLFALZC,"As others have noted, works very well.  Nice old world feel, even though its made in China.  The olive wood is lovely.  Works well with both crepes and omelets.  The very thin edge makes it easy to get underneath and manipulate whatever you're cooking.  A nice piece for your collection.","as others have noted, works very well. nice old world feel, even though its made in china. the olive wood is lovely. works well with both crepes and omelets. the very thin edge makes it easy to get underneath and manipulate whatever you're cooking. a nice piece for your collection.",50.0
A1B3E908ZTZTME,B014GE3IQ8,Bought this to overlap with Rustic Blue & Brown Primitive Country Star Quilt. While this quilt is very color -compatible with the other quilt it seems to be on the thin side. The reversible light blue side - the thread shows through on the navy side. Using the two quilts to cover a piece of furniture so a pet won't claw it to death. Found matching flat navy braid to tie the quilts to the furniture. The shade of navy in each quilt is a hair different but not very noticeable. There is a quilt design but it doesn't stand out.,bought this to overlap with rustic blue & brown primitive country star quilt. while this quilt is very color -compatible with the other quilt it seems to be on the thin side. the reversible light blue side - the thread shows through on the navy side. using the two quilts to cover a piece of furniture so a pet won't claw it to death. found matching flat navy braid to tie the quilts to the furniture. the shade of navy in each quilt is a hair different but not very noticeable. there is a quilt design but it doesn't stand out.,101.0
A186B4HEF7JU1,B001DTHPEQ,"This is the perfect travel iron. Heats up quickly, works with or without steam, and gets the job done without adding a lot of weight or taking up space. It also works dual voltage which is a must for international travel. I am extremely impressed!","this is the perfect travel iron. heats up quickly, works with or without steam, and gets the job done without adding a lot of weight or taking up space. it also works dual voltage which is a must for international travel. i am extremely impressed!",45.0
A3VRYAUZM7MPEE,B000VMI58G,I was shocked by the thickness and the high quality of this large mug and the colors are great. My mom absolutely loves it!,i was shocked by the thickness and the high quality of this large mug and the colors are great. my mom absolutely loves it!,24.0
A36YGR9HD23965,B009KB7Z5I,"The rack is very easy to assemble, however it's unusable. The clips holding the racks just slide down the slippery poles even with the slightest load, because there is nothing to hold them in place. I was looking for additional screws in the package, but there are no holes for them. This is a very flawed design. Returning.","the rack is very easy to assemble, however it's unusable. the clips holding the racks just slide down the slippery poles even with the slightest load, because there is nothing to hold them in place. i was looking for additional screws in the package, but there are no holes for them. this is a very flawed design. returning.",58.0
A2C9NVLJLLQDI2,B00ZPQKO8C,I purchased for my husband for the period after his knee replacement.  He could not sit in a recliner but needed to elevate his leg when sitting on couch.  This was the right height and very affordable for the six weeks that we needed.  I now use it in a spare room and use the storage area for computer paper.  It would be useful for some people so I will probably donate it to the church in the spring,i purchased for my husband for the period after his knee replacement. he could not sit in a recliner but needed to elevate his leg when sitting on couch. this was the right height and very affordable for the six weeks that we needed. i now use it in a spare room and use the storage area for computer paper. it would be useful for some people so i will probably donate it to the church in the spring,79.0
A1QJO5BWBV04OP,B00002N8CX,"UPDATE at 3/8/13:  I'm still disappointed with the function of the accessories, but the suction is really good.  So I've decided to make do until the bags I purchased are used up.  I still had the floor tools from my deceased Dirt Devil canister, and they work okay with this vacuum. I only use the Eureka floor tool in the storage room and garage where my cats spend the night. It works okay on the vinyl/concrete/utility rugs, and on the carpeted cat scratcher.

ORIGINAL REVIEW:  Did my research and had such high hopes, but this vacuum is a big disappointment.  The unit and accessories appear as described, and it sounds strong and has good suction from the open pipe.

Except, not.  My house has bare floors and large (9x12) wool or cotton rugs, and 3 cats.  After going over the kitchen, I turned around and saw the same onion skin and pet hair just mocking me.  Then I spent 20 minutes on the living room rug, and afterwards it looked like only I'd crawled around picking lint by hand.  Other gripes: the flexible hose kinks flat/closed (doesn't self correct), the floor tool clogs about every 90 seconds in both brush positions (and must be cleared WITH FINGERS, the debris doesn't suck off by the pipe alone).

I don't have the heart to go in to more detail.  I'm not sure how I'll get my floors clean with this device.  This blew the budget I had to replace a 15 year old, $40, Dirt Devil little red canister (that finally burned out).  Harrumph.","update at 3/8/13: i'm still disappointed with the function of the accessories, but the suction is really good. so i've decided to make do until the bags i purchased are used up. i still had the floor tools from my deceased dirt devil canister, and they work okay with this vacuum. i only use the eureka floor tool in the storage room and garage where my cats spend the night. it works okay on the vinyl/concrete/utility rugs, and on the carpeted cat scratcher.
original review: did my research and had such high hopes, but this vacuum is a big disappointment. the unit and accessories appear as described, and it sounds strong and has good suction from the open pipe.
except, not. my house has bare floors and large (9x12) wool or cotton rugs, and 3 cats. after going over the kitchen, i turned around and saw the same onion skin and pet hair just mocking me. then i spent 20 minutes on the living room rug, and afterwards it looked like only i'd crawled around picking lint by hand. other gripes: the flexible hose kinks flat/closed (doesn't self correct), the floor tool clogs about every 90 seconds in both brush positions (and must be cleared with fingers, the debris doesn't suck off by the pipe alone).
i don't have the heart to go in to more detail. i'm not sure how i'll get my floors clean with this device. this blew the budget i had to replace a 15 year old, $40, dirt devil little red canister (that finally burned out). harrumph.",262.0
A15V6EFFG0T2NQ,B01B8CQC6Y,"I ordered this for a friend who loves to make Greek coffee. If you don't know, Greek coffee is usually a smaller amount of coffee. So I wanted to get her a travel mug that was small enough to not force her to tip back the mug too far just for a sip (Greek coffee has the grounds still in it so if you tip too far you get a mouthful of grounds - NOT pleasant). Not only was this the perfect size, but it keeps her coffee hot all the way to work and through the morning. The only small complaint I have is that the lid does not twist or snap shut, so the hole you drink from stays open all the time. This is not ideal for travel as it tends to splash a little. But all things considered it was a great purchase and I would/will buy from Klean Kanteen again!","i ordered this for a friend who loves to make greek coffee. if you don't know, greek coffee is usually a smaller amount of coffee. so i wanted to get her a travel mug that was small enough to not force her to tip back the mug too far just for a sip (greek coffee has the grounds still in it so if you tip too far you get a mouthful of grounds - not pleasant). not only was this the perfect size, but it keeps her coffee hot all the way to work and through the morning. the only small complaint i have is that the lid does not twist or snap shut, so the hole you drink from stays open all the time. this is not ideal for travel as it tends to splash a little. but all things considered it was a great purchase and i would/will buy from klean kanteen again!",155.0
A10JAB9QIXXV7C,B000HMC5MM,If you are into canning this is must.  The measurements are exact and I like the opening on top which ensures nothing will be spilt.  The opening on the bottom is perfect for wide mouth jars.  Once placed in the jar it won't shift.,if you are into canning this is must. the measurements are exact and i like the opening on top which ensures nothing will be spilt. the opening on the bottom is perfect for wide mouth jars. once placed in the jar it won't shift.,44.0
A1ZITRNW57VYVO,B00HAHGZ0K,If you don't have one you should get one.  What a time saver when mixing dough.  I was told that it was a really neat tool and finally ordered one.  Should have ordered it long ago !!!,if you don't have one you should get one. what a time saver when mixing dough. i was told that it was a really neat tool and finally ordered one. should have ordered it long ago !!!,37.0
A3TX0FHF27H8V,B0016ZS9G0,"YES, I LOVE IT.  Bought this to use with my new Induction Burner because I wanted something non-stick, able to transmit heat evenly, and solidly made.  This pan exceeds all these wishes.  I bought a 9.5 inch also.  I wish they would make a grill pan with the same materials.

It cleans easily (DO season before using and every once in a while thereafter).  It transmits heat very well on an induction burner, and it is solid without being so heavy that you strain your wrist picking it up.","yes, i love it. bought this to use with my new induction burner because i wanted something non-stick, able to transmit heat evenly, and solidly made. this pan exceeds all these wishes. i bought a 9.5 inch also. i wish they would make a grill pan with the same materials.
it cleans easily (do season before using and every once in a while thereafter). it transmits heat very well on an induction burner, and it is solid without being so heavy that you strain your wrist picking it up.",89.0
AXN67X5N90B94,B0010L29WA,Perfect!  Easy to put together.  Works great on top of our 32 in storage cabinet.  Very happy with our purchase.,perfect! easy to put together. works great on top of our 32 in storage cabinet. very happy with our purchase.,20.0
A3MHGA6BJJ7P27,B00SS3XAIK,"These measuring cups were designed not just for accurate measuring of dry and wet ingredients, but also to hang near your food prep area, for gourmet residential kitchens, and in restaurant kitchen. You have five heavy duty stainless steel cups, marked for both English and Metric measuring. (1 cup = 250ml, 1/2 cup, 1/3 cup, 1/4 cup, 1/8 cup.)  When you're doing fast food prep, you don't have time to dig out a measuring cup, and eye it to get it level with the mark on the glass. You just grab your 1/2 cup measuring cup, dip it in the sugar bag, and use a knife to knock off any sugar above the top of the cup. That's your exact measure, not what you eye up the best you can with a measuring cup. Using these results is a much more accurate, and quick, means to measure your ingredients, both wet and dry.  Since they're stainless steel, they're easy to keep clean. Plus, they look very nice hanging up. This is the way to go, if you're running a top notch kitchen, either professionally or for your family and domestic staff.
I was provided a free product in exchange for a fair and honest review.","these measuring cups were designed not just for accurate measuring of dry and wet ingredients, but also to hang near your food prep area, for gourmet residential kitchens, and in restaurant kitchen. you have five heavy duty stainless steel cups, marked for both english and metric measuring. (1 cup = 250ml, 1/2 cup, 1/3 cup, 1/4 cup, 1/8 cup.) when you're doing fast food prep, you don't have time to dig out a measuring cup, and eye it to get it level with the mark on the glass. you just grab your 1/2 cup measuring cup, dip it in the sugar bag, and use a knife to knock off any sugar above the top of the cup. that's your exact measure, not what you eye up the best you can with a measuring cup. using these results is a much more accurate, and quick, means to measure your ingredients, both wet and dry. since they're stainless steel, they're easy to keep clean. plus, they look very nice hanging up. this is the way to go, if you're running a top notch kitchen, either professionally or for your family and domestic staff.
i was provided a free product in exchange for a fair and honest review.",205.0
A3V1V937ERNS98,B01APP1XJG,Best Non-stick I have ever owned. Used it for about 6 months now and not a scratch on it. I never put it on high heat. Just med-high to get it hot then cook on medium or lower.,best non-stick i have ever owned. used it for about 6 months now and not a scratch on it. i never put it on high heat. just med-high to get it hot then cook on medium or lower.,38.0
A2FL0DQARCRUMT,B01BRMXC7W,"I love these sheets. They're wonderfully comfortable, fit our deep mattress perfectly and are heavenly to sleep on. Plus I love that they're organic so don't have all the pesticides used to grow most cotton sheets.","i love these sheets. they're wonderfully comfortable, fit our deep mattress perfectly and are heavenly to sleep on. plus i love that they're organic so don't have all the pesticides used to grow most cotton sheets.",36.0
A64XXWGHQVUN7,B000YDO2LG,"this works for very small jobs but the gripper thing doesn't hold on to anything big.  For making a few slices of something it works but if you are doing a whole veggie or enough for a big recipe of something, get something more heavy duty.  I rarely use this.","this works for very small jobs but the gripper thing doesn't hold on to anything big. for making a few slices of something it works but if you are doing a whole veggie or enough for a big recipe of something, get something more heavy duty. i rarely use this.",50.0
A1NB46F6AYEGJ,B00006I4ZI,"I was just preparing to cook lunch and again had the though ""this is a wonderful pan!"". I've had mine since 2004, 13 years back. In that time I've used it for everything you might imagine and it has never failed to perform well. I've seen one complaint here about the coating peeling and can say that I have never babied mine: it has seen high heat and always goes into the dishwasher and the coating is perfect. The only thing I have not done to it is using metal tools, knowing that his would be abuse, not use. I'd gladly buy another but they seem to have gone extinct.","i was just preparing to cook lunch and again had the though ""this is a wonderful pan!"". i've had mine since 2004, 13 years back. in that time i've used it for everything you might imagine and it has never failed to perform well. i've seen one complaint here about the coating peeling and can say that i have never babied mine: it has seen high heat and always goes into the dishwasher and the coating is perfect. the only thing i have not done to it is using metal tools, knowing that his would be abuse, not use. i'd gladly buy another but they seem to have gone extinct.",110.0
A2JMHPLC5DN9SB,B009U207B6,Thank you all for warning me about this I was just about to buy it then decided to read the reviews and am so glad I did because now I am looking for a better products. Money saved on not buying a cheap piece of junk,thank you all for warning me about this i was just about to buy it then decided to read the reviews and am so glad i did because now i am looking for a better products. money saved on not buying a cheap piece of junk,46.0
A3BFS558JOY3Y5,B006Z9W3JQ,Bought this instead of Brinkman smoker table that looked identical and it probably is same table.  Wheels are larger and more substantial than expected and I found this to be a big benefit and plus for Origami.,bought this instead of brinkman smoker table that looked identical and it probably is same table. wheels are larger and more substantial than expected and i found this to be a big benefit and plus for origami.,37.0
AB12VKV4E679O,B0018BKWHQ,This thing is very good and performs it's function very well.  Easy to assemble.  It took 2-3 minutes to put together.  It is easy to clean and seems to be pretty much stain and gook resistant. I will probably purchase additional units for myself and as a gift.,this thing is very good and performs it's function very well. easy to assemble. it took 2-3 minutes to put together. it is easy to clean and seems to be pretty much stain and gook resistant. i will probably purchase additional units for myself and as a gift.,48.0
A172YS19PXABN0,B00DJ8HX96,"Delivered all rolled-up, but as soon as I opened the wrap, it became true to its size.  The size and the comfort is perfect!  It's not too soft, yet it cradles and supports well.  After the guests are gone, I can just tri-fold it and put it in storage.  Definitely two-thumbs up!","delivered all rolled-up, but as soon as i opened the wrap, it became true to its size. the size and the comfort is perfect! it's not too soft, yet it cradles and supports well. after the guests are gone, i can just tri-fold it and put it in storage. definitely two-thumbs up!",52.0
ADGMSI6W0GQ1Q,B00SOJSGG4,"Bamboo is extremely easy to clean off after use - I was unsure of how well bamboo would work as a cutting board, but it has passed my test! This set of (3) cutting boards is perfect to give as a house warming gift. Different boards for different purposes!

The small board I like to use for cutting cheese and meat for crackers. It is easy to serve up, directly on the board - everyone sitting around the table and talking while having a snack. The medium board I use for cutting veggies, This works great since I have some extra room for the waste I remove from the ends of veggies. The large bamboo cutting board I always use for meats, since it has the biggest work area.

Overall this set is very well worth the price! The bamboo does not retain any of the smells, and is simple to wash off after using. Sample provided for evaluation and review.","bamboo is extremely easy to clean off after use - i was unsure of how well bamboo would work as a cutting board, but it has passed my test! this set of (3) cutting boards is perfect to give as a house warming gift. different boards for different purposes!
the small board i like to use for cutting cheese and meat for crackers. it is easy to serve up, directly on the board - everyone sitting around the table and talking while having a snack. the medium board i use for cutting veggies, this works great since i have some extra room for the waste i remove from the ends of veggies. the large bamboo cutting board i always use for meats, since it has the biggest work area.
overall this set is very well worth the price! the bamboo does not retain any of the smells, and is simple to wash off after using. sample provided for evaluation and review.",161.0
A1GACNVJAV2JKY,B004WT6ZKO,"We love this misting fan, it keep us cool during our cook out then when it cooled down we took off the hose and still enjoyed it.","we love this misting fan, it keep us cool during our cook out then when it cooled down we took off the hose and still enjoyed it.",27.0
A2CY93VFL5TCDS,B00BLMUHCC,Rating this on value and delivery right now. Waiting the Inserts still. These were prompt with prime delivery! pleased with what I saw right out of the package. This was ideal since I needed to replace several throw pillows. It made this cost effective!,rating this on value and delivery right now. waiting the inserts still. these were prompt with prime delivery! pleased with what i saw right out of the package. this was ideal since i needed to replace several throw pillows. it made this cost effective!,44.0
AC1K4OQOZ90RS,B01CH7TL30,"The small DII rectangular bin measures 9 x 8 x 14 inches.  It is sturdy and compact, made of jute and polyester, and may be used to store for such household items as toys, mail, craft supplies, or other small items that you want to keep handy.  It is beige with an attractive white striped design, and has two rope handles for carrying it from room to room.  The tote is not machine-washablewipe it down it with a damp sponge when necessary.  The outside fabric has a rough feel, but the inside is smooth; there is a rigid top border.  Although it is sturdy, to be on the safe side, I would pack it with light to medium-weight items only.  It collapses easily and can be placed in a drawer or closet when not in use.","the small dii rectangular bin measures 9 x 8 x 14 inches. it is sturdy and compact, made of jute and polyester, and may be used to store for such household items as toys, mail, craft supplies, or other small items that you want to keep handy. it is beige with an attractive white striped design, and has two rope handles for carrying it from room to room. the tote is not machine-washablewipe it down it with a damp sponge when necessary. the outside fabric has a rough feel, but the inside is smooth; there is a rigid top border. although it is sturdy, to be on the safe side, i would pack it with light to medium-weight items only. it collapses easily and can be placed in a drawer or closet when not in use.",136.0
ARCNX80X9JYI2,B002QUZGV0,"Worked well until after a month or so of use, it suddenly started smelling like fried wiring, smoking, and made a terrible odor throughout our house.","worked well until after a month or so of use, it suddenly started smelling like fried wiring, smoking, and made a terrible odor throughout our house.",26.0
A36I38EXMKWZGY,B01GGDDIP8,"These are a great buy. They work perfectly. Purchased a set of two, no remote from another seller last year and one already broke so I purchased these for the same price I paid for two.","these are a great buy. they work perfectly. purchased a set of two, no remote from another seller last year and one already broke so i purchased these for the same price i paid for two.",36.0
A3CW0RWUGZJWCB,B00EV5E76I,Cute!  Not for the non-handy ppl. though.  I was watching hubby setting it up.... yea... i can't do it. lol.,cute! not for the non-handy ppl. though. i was watching hubby setting it up.... yea... i can't do it. lol.,20.0
AQP7E3QL3TB7L,B00ZX3ABMQ,"I've tried a lot of timers and for me, these are the best.  Simple to use, nice size, nice display and the buttons work well.  'Nuff said.","i've tried a lot of timers and for me, these are the best. simple to use, nice size, nice display and the buttons work well. 'nuff said.",27.0
A2BY2U0Y9F2TX8,B001FH1PE2,"This is a really nice salt lamp, just a bit bigger than I thought. Gives a nice glow to the room, great in my office.","this is a really nice salt lamp, just a bit bigger than i thought. gives a nice glow to the room, great in my office.",25.0
A1YOAJZ1M1CJDV,B0002TG3GO,"Nice concept.  Easy to install.  But my spices keep popping off the clips every time you close the door.  Sometimes they even pop off after the door is closed.  Most of my jars are glass, so I don't know if the added weight makes a difference (vs plastic jars)?  All I know is these didn't work for me.  I will get removing them (hope that goes well!) and getting something else.","nice concept. easy to install. but my spices keep popping off the clips every time you close the door. sometimes they even pop off after the door is closed. most of my jars are glass, so i don't know if the added weight makes a difference (vs plastic jars)? all i know is these didn't work for me. i will get removing them (hope that goes well!) and getting something else.",71.0
A3RRK9PUUWFZH1,B000GZ9ARI,"I've had this food mill for several years, received it as a gift.  It is well built and works great.  I've used it to make applesauce, mashed potatoes, steamed pumpkin, etc.  It goes together and comes apart quite easily and cleans up quickly.  I just bought the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/8mm-disk/dp/B000GZ9ODS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">8mm disk</a>&nbsp;so I can try spaetlze.","i've had this food mill for several years, received it as a gift. it is well built and works great. i've used it to make applesauce, mashed potatoes, steamed pumpkin, etc. it goes together and comes apart quite easily and cleans up quickly. i just bought the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/8mm-disk/dp/b000gz9ods/ref=cm_cr_arp_d_rvw_txt?ie=utf8"">8mm disk</a>&nbsp;so i can try spaetlze.",55.0
A2Z8PYRA4COR2T,B0115YRQYM,Quality is the same as any I'd find in a store. Graphics seem durable and it's well made. I like it a lot.,quality is the same as any i'd find in a store. graphics seem durable and it's well made. i like it a lot.,23.0
A19HMRV92OQ5U9,B00EUKJBGK,"For composite wood, these are pretty sturdy. I use them as spice racks on my kitchen wall and also in my craft room behind my desk for jars of buttons and such. They were a bit dirty but wiped clean with a little effort. Also, they are a little tricky to hang. Lining up the holes is no problem but I found that the depth of the screw makes a difference. It has to stick out from the wall just enough or it won't fit. Too deep and it won't catch, to shallow and it won't slide or sit flush to the wall. Otherwise, for the price, very pleased. Hold quite a few regular spice jars. I think I have 16 on the largest shelf.","for composite wood, these are pretty sturdy. i use them as spice racks on my kitchen wall and also in my craft room behind my desk for jars of buttons and such. they were a bit dirty but wiped clean with a little effort. also, they are a little tricky to hang. lining up the holes is no problem but i found that the depth of the screw makes a difference. it has to stick out from the wall just enough or it won't fit. too deep and it won't catch, to shallow and it won't slide or sit flush to the wall. otherwise, for the price, very pleased. hold quite a few regular spice jars. i think i have 16 on the largest shelf.",125.0
A1XLQVX3EOQ6BC,B00W2UM7TI,"Just your basic nylon sheer. Very sheer, I always do 4x the openning of where I need to hand a curtain or valance and these did the trick! Only needed a touch up with the iron. Bought one set to see if I liked and bought another!","just your basic nylon sheer. very sheer, i always do 4x the openning of where i need to hand a curtain or valance and these did the trick! only needed a touch up with the iron. bought one set to see if i liked and bought another!",47.0
A1BKXAZP3CYX2B,B000068FNV,"This is a good product.  I have owned several other brands, this is the best so far and so easy to use.","this is a good product. i have owned several other brands, this is the best so far and so easy to use.",22.0
AOGTBU1H9K869,B000V9JW9A,"We bought this to put on our dinning room table for daily use.  As I am a little messy, we wanted a plastic cloth that was easy to clean from spills when you eat.

The quality is OK....not extremely heavy weight, but it looks nice on our table and has worked very well for us.  You can't really tell it is plastic unless you look at it very closely.","we bought this to put on our dinning room table for daily use. as i am a little messy, we wanted a plastic cloth that was easy to clean from spills when you eat.
the quality is ok....not extremely heavy weight, but it looks nice on our table and has worked very well for us. you can't really tell it is plastic unless you look at it very closely.",69.0
A3Q68B3TNPD3W7,B004E9SS48,"I just received this and am very pleased. It is very cheery and colorful and I like the weight of it, keeps it from shifting or sliding easily. I have been looking for a runner like this and unable to find anything in the local stores, so Amazon to the rescue, thank you!","i just received this and am very pleased. it is very cheery and colorful and i like the weight of it, keeps it from shifting or sliding easily. i have been looking for a runner like this and unable to find anything in the local stores, so amazon to the rescue, thank you!",53.0
AAYR6M2YRW3C1,B0006OITDK,"Although I had the correct item number. It doesn't fit into my vacuum.  I ordered two because I had such a difficult time finding replacements 'out
in the marketplace.","although i had the correct item number. it doesn't fit into my vacuum. i ordered two because i had such a difficult time finding replacements 'out
in the marketplace.",29.0
